Region,Country,State,City,Month,Day,Year,AvgTemperature
North America,US,Indiana,Indianapolis,1,1,1995,33.7
North America,US,Indiana,Indianapolis,1,2,1995,19.9
North America,US,Indiana,Indianapolis,1,3,1995,20.2
North America,US,Indiana,Indianapolis,1,4,1995,10.9
North America,US,Indiana,Indianapolis,1,5,1995,8.3
North America,US,Indiana,Indianapolis,1,6,1995,23.8
North America,US,Indiana,Indianapolis,1,7,1995,28.0
North America,US,Indiana,Indianapolis,1,8,1995,22.4
North America,US,Indiana,Indianapolis,1,9,1995,25.2
North America,US,Indiana,Indianapolis,1,10,1995,28.7
North America,US,Indiana,Indianapolis,1,11,1995,40.9
North America,US,Indiana,Indianapolis,1,12,1995,56.2
North America,US,Indiana,Indianapolis,1,13,1995,59.4
North America,US,Indiana,Indianapolis,1,14,1995,55.2
North America,US,Indiana,Indianapolis,1,15,1995,38.0
North America,US,Indiana,Indianapolis,1,16,1995,32.8
North America,US,Indiana,Indianapolis,1,17,1995,35.3
North America,US,Indiana,Indianapolis,1,18,1995,44.7
North America,US,Indiana,Indianapolis,1,19,1995,46.1
North America,US,Indiana,Indianapolis,1,20,1995,34.1
North America,US,Indiana,Indianapolis,1,21,1995,24.8
North America,US,Indiana,Indianapolis,1,22,1995,22.6
North America,US,Indiana,Indianapolis,1,23,1995,19.5
North America,US,Indiana,Indianapolis,1,24,1995,17.0
North America,US,Indiana,Indianapolis,1,25,1995,16.1
North America,US,Indiana,Indianapolis,1,26,1995,15.5
North America,US,Indiana,Indianapolis,1,27,1995,24.1
North America,US,Indiana,Indianapolis,1,28,1995,30.8
North America,US,Indiana,Indianapolis,1,29,1995,20.4
North America,US,Indiana,Indianapolis,1,30,1995,20.4
North America,US,Indiana,Indianapolis,1,31,1995,26.7
North America,US,Indiana,Indianapolis,2,1,1995,37.4
North America,US,Indiana,Indianapolis,2,2,1995,35.7
North America,US,Indiana,Indianapolis,2,3,1995,30.7
North America,US,Indiana,Indianapolis,2,4,1995,26.5
North America,US,Indiana,Indianapolis,2,5,1995,16.5
North America,US,Indiana,Indianapolis,2,6,1995,9.6
North America,US,Indiana,Indianapolis,2,7,1995,12.2
North America,US,Indiana,Indianapolis,2,8,1995,11.2
North America,US,Indiana,Indianapolis,2,9,1995,16.5
North America,US,Indiana,Indianapolis,2,10,1995,32.2
North America,US,Indiana,Indianapolis,2,11,1995,19.7
North America,US,Indiana,Indianapolis,2,12,1995,6.3
North America,US,Indiana,Indianapolis,2,13,1995,16.5
North America,US,Indiana,Indianapolis,2,14,1995,24.1
North America,US,Indiana,Indianapolis,2,15,1995,36.5
North America,US,Indiana,Indianapolis,2,16,1995,32.1
North America,US,Indiana,Indianapolis,2,17,1995,30.9
North America,US,Indiana,Indianapolis,2,18,1995,35.1
North America,US,Indiana,Indianapolis,2,19,1995,40.6
North America,US,Indiana,Indianapolis,2,20,1995,40.1
North America,US,Indiana,Indianapolis,2,21,1995,34.4
North America,US,Indiana,Indianapolis,2,22,1995,34.9
North America,US,Indiana,Indianapolis,2,23,1995,48.2
North America,US,Indiana,Indianapolis,2,24,1995,35.2
North America,US,Indiana,Indianapolis,2,25,1995,38.2
North America,US,Indiana,Indianapolis,2,26,1995,51.1
North America,US,Indiana,Indianapolis,2,27,1995,48.3
North America,US,Indiana,Indianapolis,2,28,1995,36.9
North America,US,Indiana,Indianapolis,3,1,1995,28.1
North America,US,Indiana,Indianapolis,3,2,1995,22.7
North America,US,Indiana,Indianapolis,3,3,1995,26.2
North America,US,Indiana,Indianapolis,3,4,1995,32.7
North America,US,Indiana,Indianapolis,3,5,1995,43.8
North America,US,Indiana,Indianapolis,3,6,1995,40.4
North America,US,Indiana,Indianapolis,3,7,1995,50.9
North America,US,Indiana,Indianapolis,3,8,1995,29.2
North America,US,Indiana,Indianapolis,3,9,1995,26.0
North America,US,Indiana,Indianapolis,3,10,1995,32.6
North America,US,Indiana,Indianapolis,3,11,1995,46.3
North America,US,Indiana,Indianapolis,3,12,1995,53.6
North America,US,Indiana,Indianapolis,3,13,1995,62.0
North America,US,Indiana,Indianapolis,3,14,1995,66.7
North America,US,Indiana,Indianapolis,3,15,1995,62.1
North America,US,Indiana,Indianapolis,3,16,1995,59.6
North America,US,Indiana,Indianapolis,3,17,1995,57.7
North America,US,Indiana,Indianapolis,3,18,1995,52.3
North America,US,Indiana,Indianapolis,3,19,1995,57.4
North America,US,Indiana,Indianapolis,3,20,1995,58.4
North America,US,Indiana,Indianapolis,3,21,1995,48.2
North America,US,Indiana,Indianapolis,3,22,1995,48.5
North America,US,Indiana,Indianapolis,3,23,1995,47.7
North America,US,Indiana,Indianapolis,3,24,1995,43.2
North America,US,Indiana,Indianapolis,3,25,1995,46.1
North America,US,Indiana,Indianapolis,3,26,1995,48.3
North America,US,Indiana,Indianapolis,3,27,1995,48.2
North America,US,Indiana,Indianapolis,3,28,1995,43.4
North America,US,Indiana,Indianapolis,3,29,1995,41.8
North America,US,Indiana,Indianapolis,3,30,1995,39.2
North America,US,Indiana,Indianapolis,3,31,1995,37.9
North America,US,Indiana,Indianapolis,4,1,1995,38.1
North America,US,Indiana,Indianapolis,4,2,1995,43.2
North America,US,Indiana,Indianapolis,4,3,1995,51.7
North America,US,Indiana,Indianapolis,4,4,1995,43.1
North America,US,Indiana,Indianapolis,4,5,1995,31.1
North America,US,Indiana,Indianapolis,4,6,1995,51.1
North America,US,Indiana,Indianapolis,4,7,1995,53.9
North America,US,Indiana,Indianapolis,4,8,1995,62.4
North America,US,Indiana,Indianapolis,4,9,1995,53.9
North America,US,Indiana,Indianapolis,4,10,1995,42.6
North America,US,Indiana,Indianapolis,4,11,1995,55.3
North America,US,Indiana,Indianapolis,4,12,1995,50.7
North America,US,Indiana,Indianapolis,4,13,1995,45.9
North America,US,Indiana,Indianapolis,4,14,1995,47.9
North America,US,Indiana,Indianapolis,4,15,1995,51.6
North America,US,Indiana,Indianapolis,4,16,1995,60.3
North America,US,Indiana,Indianapolis,4,17,1995,65.5
North America,US,Indiana,Indianapolis,4,18,1995,69.2
North America,US,Indiana,Indianapolis,4,19,1995,54.8
North America,US,Indiana,Indianapolis,4,20,1995,48.0
North America,US,Indiana,Indianapolis,4,21,1995,61.9
North America,US,Indiana,Indianapolis,4,22,1995,48.5
North America,US,Indiana,Indianapolis,4,23,1995,46.1
North America,US,Indiana,Indianapolis,4,24,1995,46.9
North America,US,Indiana,Indianapolis,4,25,1995,49.9
North America,US,Indiana,Indianapolis,4,26,1995,54.4
North America,US,Indiana,Indianapolis,4,27,1995,56.8
North America,US,Indiana,Indianapolis,4,28,1995,48.4
North America,US,Indiana,Indianapolis,4,29,1995,54.3
North America,US,Indiana,Indianapolis,4,30,1995,51.9
North America,US,Indiana,Indianapolis,5,1,1995,46.5
North America,US,Indiana,Indianapolis,5,2,1995,51.1
North America,US,Indiana,Indianapolis,5,3,1995,51.8
North America,US,Indiana,Indianapolis,5,4,1995,53.2
North America,US,Indiana,Indianapolis,5,5,1995,52.9
North America,US,Indiana,Indianapolis,5,6,1995,58.2
North America,US,Indiana,Indianapolis,5,7,1995,62.4
North America,US,Indiana,Indianapolis,5,8,1995,64.7
North America,US,Indiana,Indianapolis,5,9,1995,67.6
North America,US,Indiana,Indianapolis,5,10,1995,65.7
North America,US,Indiana,Indianapolis,5,11,1995,55.3
North America,US,Indiana,Indianapolis,5,12,1995,57.8
North America,US,Indiana,Indianapolis,5,13,1995,57.1
North America,US,Indiana,Indianapolis,5,14,1995,69.6
North America,US,Indiana,Indianapolis,5,15,1995,64.5
North America,US,Indiana,Indianapolis,5,16,1995,62.6
North America,US,Indiana,Indianapolis,5,17,1995,67.3
North America,US,Indiana,Indianapolis,5,18,1995,57.6
North America,US,Indiana,Indianapolis,5,19,1995,56.8
North America,US,Indiana,Indianapolis,5,20,1995,62.7
North America,US,Indiana,Indianapolis,5,21,1995,64.6
North America,US,Indiana,Indianapolis,5,22,1995,63.8
North America,US,Indiana,Indianapolis,5,23,1995,66.8
North America,US,Indiana,Indianapolis,5,24,1995,73.0
North America,US,Indiana,Indianapolis,5,25,1995,62.9
North America,US,Indiana,Indianapolis,5,26,1995,61.1
North America,US,Indiana,Indianapolis,5,27,1995,65.1
North America,US,Indiana,Indianapolis,5,28,1995,72.4
North America,US,Indiana,Indianapolis,5,29,1995,61.5
North America,US,Indiana,Indianapolis,5,30,1995,62.2
North America,US,Indiana,Indianapolis,5,31,1995,66.6
North America,US,Indiana,Indianapolis,6,1,1995,66.9
North America,US,Indiana,Indianapolis,6,2,1995,66.3
North America,US,Indiana,Indianapolis,6,3,1995,69.1
North America,US,Indiana,Indianapolis,6,4,1995,67.4
North America,US,Indiana,Indianapolis,6,5,1995,70.1
North America,US,Indiana,Indianapolis,6,6,1995,74.5
North America,US,Indiana,Indianapolis,6,7,1995,74.5
North America,US,Indiana,Indianapolis,6,8,1995,75.8
North America,US,Indiana,Indianapolis,6,9,1995,73.7
North America,US,Indiana,Indianapolis,6,10,1995,75.6
North America,US,Indiana,Indianapolis,6,11,1995,68.2
North America,US,Indiana,Indianapolis,6,12,1995,61.5
North America,US,Indiana,Indianapolis,6,13,1995,61.0
North America,US,Indiana,Indianapolis,6,14,1995,68.7
North America,US,Indiana,Indianapolis,6,15,1995,73.6
North America,US,Indiana,Indianapolis,6,16,1995,74.2
North America,US,Indiana,Indianapolis,6,17,1995,76.4
North America,US,Indiana,Indianapolis,6,18,1995,76.8
North America,US,Indiana,Indianapolis,6,19,1995,76.6
North America,US,Indiana,Indianapolis,6,20,1995,80.1
North America,US,Indiana,Indianapolis,6,21,1995,72.4
North America,US,Indiana,Indianapolis,6,22,1995,73.5
North America,US,Indiana,Indianapolis,6,23,1995,77.7
North America,US,Indiana,Indianapolis,6,24,1995,73.3
North America,US,Indiana,Indianapolis,6,25,1995,72.9
North America,US,Indiana,Indianapolis,6,26,1995,75.2
North America,US,Indiana,Indianapolis,6,27,1995,73.0
North America,US,Indiana,Indianapolis,6,28,1995,72.7
North America,US,Indiana,Indianapolis,6,29,1995,72.8
North America,US,Indiana,Indianapolis,6,30,1995,73.1
North America,US,Indiana,Indianapolis,7,1,1995,68.6
North America,US,Indiana,Indianapolis,7,2,1995,64.3
North America,US,Indiana,Indianapolis,7,3,1995,65.8
North America,US,Indiana,Indianapolis,7,4,1995,72.9
North America,US,Indiana,Indianapolis,7,5,1995,75.4
North America,US,Indiana,Indianapolis,7,6,1995,75.7
North America,US,Indiana,Indianapolis,7,7,1995,71.8
North America,US,Indiana,Indianapolis,7,8,1995,69.8
North America,US,Indiana,Indianapolis,7,9,1995,73.1
North America,US,Indiana,Indianapolis,7,10,1995,74.3
North America,US,Indiana,Indianapolis,7,11,1995,76.7
North America,US,Indiana,Indianapolis,7,12,1995,81.1
North America,US,Indiana,Indianapolis,7,13,1995,84.1
North America,US,Indiana,Indianapolis,7,14,1995,86.0
North America,US,Indiana,Indianapolis,7,15,1995,82.9
North America,US,Indiana,Indianapolis,7,16,1995,79.0
North America,US,Indiana,Indianapolis,7,17,1995,80.1
North America,US,Indiana,Indianapolis,7,18,1995,75.2
North America,US,Indiana,Indianapolis,7,19,1995,76.1
North America,US,Indiana,Indianapolis,7,20,1995,74.2
North America,US,Indiana,Indianapolis,7,21,1995,73.9
North America,US,Indiana,Indianapolis,7,22,1995,76.2
North America,US,Indiana,Indianapolis,7,23,1995,72.6
North America,US,Indiana,Indianapolis,7,24,1995,74.5
North America,US,Indiana,Indianapolis,7,25,1995,76.6
North America,US,Indiana,Indianapolis,7,26,1995,77.6
North America,US,Indiana,Indianapolis,7,27,1995,78.2
North America,US,Indiana,Indianapolis,7,28,1995,78.3
North America,US,Indiana,Indianapolis,7,29,1995,80.6
North America,US,Indiana,Indianapolis,7,30,1995,82.0
North America,US,Indiana,Indianapolis,7,31,1995,82.4
North America,US,Indiana,Indianapolis,8,1,1995,81.3
North America,US,Indiana,Indianapolis,8,2,1995,79.8
North America,US,Indiana,Indianapolis,8,3,1995,82.0
North America,US,Indiana,Indianapolis,8,4,1995,77.1
North America,US,Indiana,Indianapolis,8,5,1995,73.2
North America,US,Indiana,Indianapolis,8,6,1995,72.9
North America,US,Indiana,Indianapolis,8,7,1995,73.5
North America,US,Indiana,Indianapolis,8,8,1995,76.4
North America,US,Indiana,Indianapolis,8,9,1995,75.7
North America,US,Indiana,Indianapolis,8,10,1995,76.7
North America,US,Indiana,Indianapolis,8,11,1995,80.8
North America,US,Indiana,Indianapolis,8,12,1995,83.3
North America,US,Indiana,Indianapolis,8,13,1995,84.2
North America,US,Indiana,Indianapolis,8,14,1995,80.9
North America,US,Indiana,Indianapolis,8,15,1995,81.4
North America,US,Indiana,Indianapolis,8,16,1995,82.9
North America,US,Indiana,Indianapolis,8,17,1995,80.9
North America,US,Indiana,Indianapolis,8,18,1995,81.2
North America,US,Indiana,Indianapolis,8,19,1995,79.0
North America,US,Indiana,Indianapolis,8,20,1995,79.8
North America,US,Indiana,Indianapolis,8,21,1995,79.4
North America,US,Indiana,Indianapolis,8,22,1995,77.1
North America,US,Indiana,Indianapolis,8,23,1995,75.2
North America,US,Indiana,Indianapolis,8,24,1995,71.6
North America,US,Indiana,Indianapolis,8,25,1995,76.2
North America,US,Indiana,Indianapolis,8,26,1995,77.8
North America,US,Indiana,Indianapolis,8,27,1995,77.5
North America,US,Indiana,Indianapolis,8,28,1995,77.6
North America,US,Indiana,Indianapolis,8,29,1995,77.9
North America,US,Indiana,Indianapolis,8,30,1995,75.2
North America,US,Indiana,Indianapolis,8,31,1995,78.8
North America,US,Indiana,Indianapolis,9,1,1995,75.4
North America,US,Indiana,Indianapolis,9,2,1995,69.8
North America,US,Indiana,Indianapolis,9,3,1995,69.8
North America,US,Indiana,Indianapolis,9,4,1995,73.5
North America,US,Indiana,Indianapolis,9,5,1995,74.0
North America,US,Indiana,Indianapolis,9,6,1995,75.9
North America,US,Indiana,Indianapolis,9,7,1995,73.6
North America,US,Indiana,Indianapolis,9,8,1995,62.7
North America,US,Indiana,Indianapolis,9,9,1995,59.7
North America,US,Indiana,Indianapolis,9,10,1995,62.1
North America,US,Indiana,Indianapolis,9,11,1995,61.3
North America,US,Indiana,Indianapolis,9,12,1995,69.6
North America,US,Indiana,Indianapolis,9,13,1995,72.6
North America,US,Indiana,Indianapolis,9,14,1995,68.1
North America,US,Indiana,Indianapolis,9,15,1995,66.4
North America,US,Indiana,Indianapolis,9,16,1995,66.8
North America,US,Indiana,Indianapolis,9,17,1995,65.8
North America,US,Indiana,Indianapolis,9,18,1995,56.9
North America,US,Indiana,Indianapolis,9,19,1995,61.4
North America,US,Indiana,Indianapolis,9,20,1995,63.8
North America,US,Indiana,Indianapolis,9,21,1995,60.4
North America,US,Indiana,Indianapolis,9,22,1995,48.9
North America,US,Indiana,Indianapolis,9,23,1995,46.0
North America,US,Indiana,Indianapolis,9,24,1995,51.2
North America,US,Indiana,Indianapolis,9,25,1995,56.4
North America,US,Indiana,Indianapolis,9,26,1995,55.1
North America,US,Indiana,Indianapolis,9,27,1995,60.3
North America,US,Indiana,Indianapolis,9,28,1995,64.4
North America,US,Indiana,Indianapolis,9,29,1995,64.6
North America,US,Indiana,Indianapolis,9,30,1995,67.6
North America,US,Indiana,Indianapolis,10,1,1995,69.1
North America,US,Indiana,Indianapolis,10,2,1995,62.5
North America,US,Indiana,Indianapolis,10,3,1995,61.5
North America,US,Indiana,Indianapolis,10,4,1995,55.8
North America,US,Indiana,Indianapolis,10,5,1995,58.9
North America,US,Indiana,Indianapolis,10,6,1995,62.0
North America,US,Indiana,Indianapolis,10,7,1995,54.9
North America,US,Indiana,Indianapolis,10,8,1995,52.1
North America,US,Indiana,Indianapolis,10,9,1995,57.1
North America,US,Indiana,Indianapolis,10,10,1995,61.0
North America,US,Indiana,Indianapolis,10,11,1995,62.9
North America,US,Indiana,Indianapolis,10,12,1995,65.4
North America,US,Indiana,Indianapolis,10,13,1995,66.2
North America,US,Indiana,Indianapolis,10,14,1995,57.3
North America,US,Indiana,Indianapolis,10,15,1995,46.3
North America,US,Indiana,Indianapolis,10,16,1995,46.3
North America,US,Indiana,Indianapolis,10,17,1995,52.8
North America,US,Indiana,Indianapolis,10,18,1995,63.4
North America,US,Indiana,Indianapolis,10,19,1995,63.8
North America,US,Indiana,Indianapolis,10,20,1995,52.7
North America,US,Indiana,Indianapolis,10,21,1995,40.6
North America,US,Indiana,Indianapolis,10,22,1995,46.4
North America,US,Indiana,Indianapolis,10,23,1995,59.2
North America,US,Indiana,Indianapolis,10,24,1995,52.1
North America,US,Indiana,Indianapolis,10,25,1995,43.9
North America,US,Indiana,Indianapolis,10,26,1995,50.3
North America,US,Indiana,Indianapolis,10,27,1995,56.6
North America,US,Indiana,Indianapolis,10,28,1995,48.2
North America,US,Indiana,Indianapolis,10,29,1995,46.4
North America,US,Indiana,Indianapolis,10,30,1995,50.3
North America,US,Indiana,Indianapolis,10,31,1995,53.2
North America,US,Indiana,Indianapolis,11,1,1995,59.1
North America,US,Indiana,Indianapolis,11,2,1995,62.4
North America,US,Indiana,Indianapolis,11,3,1995,34.2
North America,US,Indiana,Indianapolis,11,4,1995,28.2
North America,US,Indiana,Indianapolis,11,5,1995,23.9
North America,US,Indiana,Indianapolis,11,6,1995,33.4
North America,US,Indiana,Indianapolis,11,7,1995,47.3
North America,US,Indiana,Indianapolis,11,8,1995,33.2
North America,US,Indiana,Indianapolis,11,9,1995,27.9
North America,US,Indiana,Indianapolis,11,10,1995,49.6
North America,US,Indiana,Indianapolis,11,11,1995,42.1
North America,US,Indiana,Indianapolis,11,12,1995,22.4
North America,US,Indiana,Indianapolis,11,13,1995,37.3
North America,US,Indiana,Indianapolis,11,14,1995,33.0
North America,US,Indiana,Indianapolis,11,15,1995,30.8
North America,US,Indiana,Indianapolis,11,16,1995,32.3
North America,US,Indiana,Indianapolis,11,17,1995,38.6
North America,US,Indiana,Indianapolis,11,18,1995,41.6
North America,US,Indiana,Indianapolis,11,19,1995,37.8
North America,US,Indiana,Indianapolis,11,20,1995,42.9
North America,US,Indiana,Indianapolis,11,21,1995,36.8
North America,US,Indiana,Indianapolis,11,22,1995,28.6
North America,US,Indiana,Indianapolis,11,23,1995,36.7
North America,US,Indiana,Indianapolis,11,24,1995,27.9
North America,US,Indiana,Indianapolis,11,25,1995,34.1
North America,US,Indiana,Indianapolis,11,26,1995,45.3
North America,US,Indiana,Indianapolis,11,27,1995,56.7
North America,US,Indiana,Indianapolis,11,28,1995,34.5
North America,US,Indiana,Indianapolis,11,29,1995,31.2
North America,US,Indiana,Indianapolis,11,30,1995,33.0
North America,US,Indiana,Indianapolis,12,1,1995,51.1
North America,US,Indiana,Indianapolis,12,2,1995,42.7
North America,US,Indiana,Indianapolis,12,3,1995,55.1
North America,US,Indiana,Indianapolis,12,4,1995,38.5
North America,US,Indiana,Indianapolis,12,5,1995,42.2
North America,US,Indiana,Indianapolis,12,6,1995,29.1
North America,US,Indiana,Indianapolis,12,7,1995,27.2
North America,US,Indiana,Indianapolis,12,8,1995,25.6
North America,US,Indiana,Indianapolis,12,9,1995,12.3
North America,US,Indiana,Indianapolis,12,10,1995,8.3
North America,US,Indiana,Indianapolis,12,11,1995,17.5
North America,US,Indiana,Indianapolis,12,12,1995,23.6
North America,US,Indiana,Indianapolis,12,13,1995,30.3
North America,US,Indiana,Indianapolis,12,14,1995,53.0
North America,US,Indiana,Indianapolis,12,15,1995,39.4
North America,US,Indiana,Indianapolis,12,16,1995,36.7
North America,US,Indiana,Indianapolis,12,17,1995,34.8
North America,US,Indiana,Indianapolis,12,18,1995,35.5
North America,US,Indiana,Indianapolis,12,19,1995,30.7
North America,US,Indiana,Indianapolis,12,20,1995,19.6
North America,US,Indiana,Indianapolis,12,21,1995,19.4
North America,US,Indiana,Indianapolis,12,22,1995,22.7
North America,US,Indiana,Indianapolis,12,23,1995,15.3
North America,US,Indiana,Indianapolis,12,24,1995,23.6
North America,US,Indiana,Indianapolis,12,25,1995,25.4
North America,US,Indiana,Indianapolis,12,26,1995,17.1
North America,US,Indiana,Indianapolis,12,27,1995,25.6
North America,US,Indiana,Indianapolis,12,28,1995,24.6
North America,US,Indiana,Indianapolis,12,29,1995,18.2
North America,US,Indiana,Indianapolis,12,30,1995,24.4
North America,US,Indiana,Indianapolis,12,31,1995,36.0
North America,US,Indiana,Indianapolis,1,1,1996,35.1
North America,US,Indiana,Indianapolis,1,2,1996,31.8
North America,US,Indiana,Indianapolis,1,3,1996,17.2
North America,US,Indiana,Indianapolis,1,4,1996,12.0
North America,US,Indiana,Indianapolis,1,5,1996,16.0
North America,US,Indiana,Indianapolis,1,6,1996,14.4
North America,US,Indiana,Indianapolis,1,7,1996,16.7
North America,US,Indiana,Indianapolis,1,8,1996,12.3
North America,US,Indiana,Indianapolis,1,9,1996,22.5
North America,US,Indiana,Indianapolis,1,10,1996,25.6
North America,US,Indiana,Indianapolis,1,11,1996,23.3
North America,US,Indiana,Indianapolis,1,12,1996,22.6
North America,US,Indiana,Indianapolis,1,13,1996,28.4
North America,US,Indiana,Indianapolis,1,14,1996,32.3
North America,US,Indiana,Indianapolis,1,15,1996,31.4
North America,US,Indiana,Indianapolis,1,16,1996,32.0
North America,US,Indiana,Indianapolis,1,17,1996,50.0
North America,US,Indiana,Indianapolis,1,18,1996,55.0
North America,US,Indiana,Indianapolis,1,19,1996,14.7
North America,US,Indiana,Indianapolis,1,20,1996,14.0
North America,US,Indiana,Indianapolis,1,21,1996,25.6
North America,US,Indiana,Indianapolis,1,22,1996,34.1
North America,US,Indiana,Indianapolis,1,23,1996,40.1
North America,US,Indiana,Indianapolis,1,24,1996,31.7
North America,US,Indiana,Indianapolis,1,25,1996,21.2
North America,US,Indiana,Indianapolis,1,26,1996,34.9
North America,US,Indiana,Indianapolis,1,27,1996,28.7
North America,US,Indiana,Indianapolis,1,28,1996,22.5
North America,US,Indiana,Indianapolis,1,29,1996,33.5
North America,US,Indiana,Indianapolis,1,30,1996,16.6
North America,US,Indiana,Indianapolis,1,31,1996,4.7
North America,US,Indiana,Indianapolis,2,1,1996,4.7
North America,US,Indiana,Indianapolis,2,2,1996,3.8
North America,US,Indiana,Indianapolis,2,3,1996,-3.8
North America,US,Indiana,Indianapolis,2,4,1996,-5.6
North America,US,Indiana,Indianapolis,2,5,1996,6.5
North America,US,Indiana,Indianapolis,2,6,1996,19.8
North America,US,Indiana,Indianapolis,2,7,1996,34.8
North America,US,Indiana,Indianapolis,2,8,1996,44.9
North America,US,Indiana,Indianapolis,2,9,1996,37.9
North America,US,Indiana,Indianapolis,2,10,1996,45.6
North America,US,Indiana,Indianapolis,2,11,1996,36.6
North America,US,Indiana,Indianapolis,2,12,1996,27.0
North America,US,Indiana,Indianapolis,2,13,1996,27.4
North America,US,Indiana,Indianapolis,2,14,1996,34.9
North America,US,Indiana,Indianapolis,2,15,1996,29.1
North America,US,Indiana,Indianapolis,2,16,1996,24.8
North America,US,Indiana,Indianapolis,2,17,1996,24.8
North America,US,Indiana,Indianapolis,2,18,1996,22.6
North America,US,Indiana,Indianapolis,2,19,1996,34.7
North America,US,Indiana,Indianapolis,2,20,1996,45.2
North America,US,Indiana,Indianapolis,2,21,1996,44.3
North America,US,Indiana,Indianapolis,2,22,1996,42.8
North America,US,Indiana,Indianapolis,2,23,1996,50.4
North America,US,Indiana,Indianapolis,2,24,1996,46.6
North America,US,Indiana,Indianapolis,2,25,1996,48.8
North America,US,Indiana,Indianapolis,2,26,1996,55.3
North America,US,Indiana,Indianapolis,2,27,1996,63.3
North America,US,Indiana,Indianapolis,2,28,1996,29.2
North America,US,Indiana,Indianapolis,2,29,1996,20.0
North America,US,Indiana,Indianapolis,3,1,1996,23.8
North America,US,Indiana,Indianapolis,3,2,1996,30.6
North America,US,Indiana,Indianapolis,3,3,1996,17.7
North America,US,Indiana,Indianapolis,3,4,1996,27.1
North America,US,Indiana,Indianapolis,3,5,1996,49.2
North America,US,Indiana,Indianapolis,3,6,1996,34.4
North America,US,Indiana,Indianapolis,3,7,1996,20.8
North America,US,Indiana,Indianapolis,3,8,1996,13.3
North America,US,Indiana,Indianapolis,3,9,1996,17.2
North America,US,Indiana,Indianapolis,3,10,1996,25.5
North America,US,Indiana,Indianapolis,3,11,1996,30.4
North America,US,Indiana,Indianapolis,3,12,1996,39.6
North America,US,Indiana,Indianapolis,3,13,1996,46.7
North America,US,Indiana,Indianapolis,3,14,1996,54.1
North America,US,Indiana,Indianapolis,3,15,1996,52.5
North America,US,Indiana,Indianapolis,3,16,1996,41.2
North America,US,Indiana,Indianapolis,3,17,1996,43.4
North America,US,Indiana,Indianapolis,3,18,1996,38.3
North America,US,Indiana,Indianapolis,3,19,1996,38.4
North America,US,Indiana,Indianapolis,3,20,1996,31.7
North America,US,Indiana,Indianapolis,3,21,1996,27.4
North America,US,Indiana,Indianapolis,3,22,1996,29.0
North America,US,Indiana,Indianapolis,3,23,1996,33.9
North America,US,Indiana,Indianapolis,3,24,1996,45.5
North America,US,Indiana,Indianapolis,3,25,1996,46.3
North America,US,Indiana,Indianapolis,3,26,1996,25.2
North America,US,Indiana,Indianapolis,3,27,1996,30.8
North America,US,Indiana,Indianapolis,3,28,1996,42.0
North America,US,Indiana,Indianapolis,3,29,1996,40.1
North America,US,Indiana,Indianapolis,3,30,1996,49.2
North America,US,Indiana,Indianapolis,3,31,1996,49.8
North America,US,Indiana,Indianapolis,4,1,1996,37.6
North America,US,Indiana,Indianapolis,4,2,1996,44.8
North America,US,Indiana,Indianapolis,4,3,1996,58.0
North America,US,Indiana,Indianapolis,4,4,1996,47.1
North America,US,Indiana,Indianapolis,4,5,1996,33.9
North America,US,Indiana,Indianapolis,4,6,1996,36.1
North America,US,Indiana,Indianapolis,4,7,1996,33.7
North America,US,Indiana,Indianapolis,4,8,1996,36.2
North America,US,Indiana,Indianapolis,4,9,1996,33.6
North America,US,Indiana,Indianapolis,4,10,1996,41.9
North America,US,Indiana,Indianapolis,4,11,1996,50.4
North America,US,Indiana,Indianapolis,4,12,1996,51.2
North America,US,Indiana,Indianapolis,4,13,1996,53.0
North America,US,Indiana,Indianapolis,4,14,1996,41.9
North America,US,Indiana,Indianapolis,4,15,1996,47.5
North America,US,Indiana,Indianapolis,4,16,1996,41.1
North America,US,Indiana,Indianapolis,4,17,1996,44.0
North America,US,Indiana,Indianapolis,4,18,1996,52.7
North America,US,Indiana,Indianapolis,4,19,1996,63.3
North America,US,Indiana,Indianapolis,4,20,1996,63.1
North America,US,Indiana,Indianapolis,4,21,1996,62.8
North America,US,Indiana,Indianapolis,4,22,1996,62.6
North America,US,Indiana,Indianapolis,4,23,1996,50.5
North America,US,Indiana,Indianapolis,4,24,1996,46.8
North America,US,Indiana,Indianapolis,4,25,1996,61.8
North America,US,Indiana,Indianapolis,4,26,1996,50.6
North America,US,Indiana,Indianapolis,4,27,1996,46.0
North America,US,Indiana,Indianapolis,4,28,1996,50.9
North America,US,Indiana,Indianapolis,4,29,1996,55.7
North America,US,Indiana,Indianapolis,4,30,1996,43.5
North America,US,Indiana,Indianapolis,5,1,1996,53.4
North America,US,Indiana,Indianapolis,5,2,1996,53.7
North America,US,Indiana,Indianapolis,5,3,1996,60.8
North America,US,Indiana,Indianapolis,5,4,1996,58.1
North America,US,Indiana,Indianapolis,5,5,1996,57.2
North America,US,Indiana,Indianapolis,5,6,1996,54.9
North America,US,Indiana,Indianapolis,5,7,1996,53.9
North America,US,Indiana,Indianapolis,5,8,1996,63.0
North America,US,Indiana,Indianapolis,5,9,1996,67.6
North America,US,Indiana,Indianapolis,5,10,1996,70.7
North America,US,Indiana,Indianapolis,5,11,1996,52.4
North America,US,Indiana,Indianapolis,5,12,1996,48.0
